fold,val_accuracy,val_loss,best_epoch
1,0.9134615659713745,2.263458490371704,100
2,0.942307710647583,2.5735507011413574,100
3,0.9519230723381042,2.097562074661255,100
4,0.9615384340286255,1.9397517442703247,100
5,0.9519230723381042,1.890232801437378,100
